pdf,page,country,hs_code,description
HS Code/6 digit/0211_2022e.pdf,2,,1104.30,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground: - Germ of cereals, whole, rolled, flaked or ground"
HS Code/6 digit/0211_2022e.pdf,2,,1105.10,"Flour, meal, powder, flakes, granules and pellets of potatoes: - Flour, meal and powder"
HS Code/6 digit/0211_2022e.pdf,2,,1105.20,"Flour, meal, powder, flakes, granules and pellets of potatoes: - Flakes, granules and pellets"
HS Code/6 digit/0211_2022e.pdf,2,,1106.10,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8: - Of the dried leguminous vegetables of heading 07.13"
HS Code/6 digit/0211_2022e.pdf,2,,1106.20,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8: - Of sago or of roots or tubers of heading 07.14"
HS Code/6 digit/0211_2022e.pdf,2,,1106.30,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8: - Of the products of Chapter 8"
HS Code/6 digit/0211_2022e.pdf,3,,1107.10,"Malt, whether or not roasted: Not roasted"
HS Code/6 digit/0211_2022e.pdf,3,,1107.20,"Malt, whether or not roasted: Roasted"
HS Code/6 digit/0211_2022e.pdf,3,,1108.11,Starches; inulin: Starches: Wheat starch
HS Code/6 digit/0211_2022e.pdf,3,,1108.12,Starches; inulin: Starches: Maize (corn) starch
HS Code/6 digit/0211_2022e.pdf,3,,1108.13,Starches; inulin: Starches: Potato starch
HS Code/6 digit/0211_2022e.pdf,3,,1108.14,Starches; inulin: Starches: Manioc (cassava) starch
HS Code/6 digit/0211_2022e.pdf,3,,1108.19,Starches; inulin: Starches: Other starches
HS Code/6 digit/0211_2022e.pdf,3,,1108.20,Starches; inulin: Inulin
HS Code/6 digit/0211_2022e.pdf,3,,1109.00,"Wheat gluten, whether or not dried."
HS Code/6 digit/0212_2022e.pdf,2,,1201.10,"Soya beans, whether or not broken - Seed"
HS Code/6 digit/0212_2022e.pdf,2,,1201.90,"Soya beans, whether or not broken - Other"
HS Code/6 digit/0212_2022e.pdf,2,,1202.30,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken - Seed"
HS Code/6 digit/0212_2022e.pdf,2,,1202.41,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken - Other: In shell"
HS Code/6 digit/0212_2022e.pdf,2,,1202.42,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken - Other: Shelled, whether or not broken"
HS Code/6 digit/0212_2022e.pdf,2,,1203.00,Copra.
HS Code/6 digit/0212_2022e.pdf,2,,1204.00,"Linseed, whether or not broken."
HS Code/6 digit/0212_2022e.pdf,2,,1205.10,"Rape or colza seeds, whether or not broken - Low erucic acid rape or colza seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1205.90,"Rape or colza seeds, whether or not broken - Other"
HS Code/6 digit/0212_2022e.pdf,2,,1206.00,"Sunflower seeds, whether or not broken."
HS Code/6 digit/0212_2022e.pdf,2,,1207.10,"Other oil seeds and oleaginous fruits, whether or not broken - Palm nuts and kernels"
HS Code/6 digit/0212_2022e.pdf,2,,1207.21,"Other oil seeds and oleaginous fruits, whether or not broken - Cotton seeds: Seed"
HS Code/6 digit/0212_2022e.pdf,2,,1207.29,"Other oil seeds and oleaginous fruits, whether or not broken - Cotton seeds: Other"
HS Code/6 digit/0212_2022e.pdf,2,,1207.30,"Other oil seeds and oleaginous fruits, whether or not broken - Castor oil seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.40,"Other oil seeds and oleaginous fruits, whether or not broken - Sesamum seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.50,"Other oil seeds and oleaginous fruits, whether or not broken - Mustard seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.60,"Other oil seeds and oleaginous fruits, whether or not broken - Safflower (Carthamus tinctorius) seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.70,"Other oil seeds and oleaginous fruits, whether or not broken - Melon seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.91,"Other oil seeds and oleaginous fruits, whether or not broken - Other: Poppy seeds"
HS Code/6 digit/0212_2022e.pdf,2,,1207.99,"Other oil seeds and oleaginous fruits, whether or not broken - Other: Other"
HS Code/6 digit/0212_2022e.pdf,2,,1208.10,"Flours and meals of oil seeds or oleaginous fruits, other than those of mustard - Of soya beans"
HS Code/6 digit/0212_2022e.pdf,2,,1208.90,"Flours and meals of oil seeds or oleaginous fruits, other than those of mustard - Other"
HS Code/6 digit/0212_2022e.pdf,3,,1209.10,"Seeds, fruit and spores, of a kind used for sowing. - Sugar beet seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.21,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Lucerne (alfalfa) seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.22,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Clover (Trifolium spp.) seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.23,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Fescue seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.24,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Kentucky blue grass (Poa pratensis L.) seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.25,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.29,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of forage plants : Other"
HS Code/6 digit/0212_2022e.pdf,3,,1209.30,"Seeds, fruit and spores, of a kind used for sowing. - Seeds of herbaceous plants cultivated principally for their flowers"
HS Code/6 digit/0212_2022e.pdf,3,,1209.91,"Seeds, fruit and spores, of a kind used for sowing. - Other : Vegetable seeds"
HS Code/6 digit/0212_2022e.pdf,3,,1209.99,"Seeds, fruit and spores, of a kind used for sowing. - Other : Other"
HS Code/6 digit/0212_2022e.pdf,3,,1210.10,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin. - Hop cones, neither ground nor powdered nor in the form of pellets"
HS Code/6 digit/0212_2022e.pdf,3,,1210.20,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin. - Hop cones, ground, powdered or in the form of pellets; lupulin"
HS Code/6 digit/0212_2022e.pdf,3,,1211.20,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Ginseng roots"
HS Code/6 digit/0212_2022e.pdf,3,,1211.30,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Coca leaf"
HS Code/6 digit/0212_2022e.pdf,3,,1211.40,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Poppy straw"
HS Code/6 digit/0212_2022e.pdf,3,,1211.50,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Ephedra"
HS Code/6 digit/0212_2022e.pdf,3,,1211.60,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Bark of African cherry (Prunus africana)"
HS Code/6 digit/0212_2022e.pdf,3,,1211.90,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered. - Other"
HS Code/6 digit/0212_2022e.pdf,4,,12.12,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included."
HS Code/6 digit/0212_2022e.pdf,4,,1212.21,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Seaweeds and other algae : Fit for human consumption"
HS Code/6 digit/0212_2022e.pdf,4,,1212.29,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Seaweeds and other algae : Other"
HS Code/6 digit/0212_2022e.pdf,4,,1212.91,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Other : Sugar beet"
HS Code/6 digit/0212_2022e.pdf,4,,1212.92,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Other : Locust beans (carob)"
HS Code/6 digit/0212_2022e.pdf,4,,1212.93,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Other : Sugar cane"
HS Code/6 digit/0212_2022e.pdf,4,,1212.94,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Other : Chicory roots"
HS Code/6 digit/0212_2022e.pdf,4,,1212.99,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included. - Other : Other"
HS Code/6 digit/0212_2022e.pdf,4,,12.13,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets."
HS Code/6 digit/0212_2022e.pdf,4,,1213.00,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets."
HS Code/6 digit/0212_2022e.pdf,4,,12.14,"Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets."
HS Code/6 digit/0212_2022e.pdf,4,,1214.10,"Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets. - Lucerne (alfalfa) meal and pellets"
HS Code/6 digit/0212_2022e.pdf,4,,1214.90,"Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets. - Other"
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,2,US,1001.11.0000,Wheat and meslin: Durum wheat: Seed
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,2,US,1001.19.0025,Wheat and meslin: Other: Certified Organic
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,2,US,1001.19.0051,Wheat and meslin: Other: Other: Grade 1
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,2,US,1001.19.0053,Wheat and meslin: Other: Other: Grade 2
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,2,US,1001.19.0069,Wheat and meslin: Other: Other: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,,1001.91.00,Wheat and meslin: (con.) Other: Seed.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,,1001.99.00,Wheat and meslin: (con.) Other: Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0005,Wheat and meslin: (con.) Other: Other: Canadian western extra strong hard red spring (CWES/HRS) wheat.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0007,Wheat and meslin: (con.) Other: Other: Certified organic: Red spring wheat.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0009,Wheat and meslin: (con.) Other: Other: Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0010,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 1: Having a specified protein content not exceeding 12.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0017,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 1: Having a specified protein content exceeding 12.9% but not exceeding 13.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0018,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 1: Having a specified protein content exceeding 13.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0027,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 2: Having a specified protein content not exceeding 12.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0030,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 2: Having a specified protein content exceeding 12.9% but not exceeding 13.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0033,Wheat and meslin: (con.) Other: Other: Other: Red spring wheat: Grade 2: Having a specified protein content exceeding 13.9% by weight.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0036,Wheat and meslin: (con.) Other: Other: Other: Other red spring wheat.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0045,Wheat and meslin: (con.) Other: Other: Other: White winter wheat.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0055,"Wheat and meslin: (con.) Other: Other: Other: ""Canadian"" western red winter wheat."
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0065,Wheat and meslin: (con.) Other: Other: Other: Soft white spring wheat.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1001.99.0097,Wheat and meslin: (con.) Other: Other: Other: Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,,1002.10.00,Rye: Seed
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1002.10.0010,Rye: Seed Seeds of a kind used for sowing.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,US,1002.10.0090,Rye: Seed Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,3,,1002.90.00,Rye: Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1003.10.0000,Barley: Seed
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1003.90.2000,Barley: Other: For malting purposes
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1003.90.4020,Barley: Other: Other: Certified organic
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1003.90.4030,Barley: Other: Other: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1004.10.0000,Oats: Seed
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1004.90.0010,Oats: Other: Certified organic
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1004.90.0090,Oats: Other: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.10.0010,Corn (maize): Seed: Yellow corn
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.10.0090,Corn (maize): Seed: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.90.2015,Corn (maize): Other: Yellow dent corn: Certified Organic
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.90.2025,Corn (maize): Other: Yellow dent corn: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.90.4040,Corn (maize): Other: Other: Popcorn
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,4,US,1005.90.4060,Corn (maize): Other: Other: Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006,Rice:
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006.10.00,Rice in the husk (paddy or rough).
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006.20,Husked (brown) rice:
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006.20.20,Husked (brown) rice Basmati.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,US,1006.20.4010,Husked (brown) rice Other: Certified organic.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,US,1006.20.4090,Husked (brown) rice Other: Other.
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006.20.40,Husked (brown) rice Other
HS Code/country specific/Chapter 10_2025HTSRev32.pdf,5,,1006.30,"Semi-milled or wholly milled rice, whether or not polished or glazed:"
